material,core,parity,seed,delta,norm_T,norm_T_std,spacegroup
SnO2,nequip,o3,0,0.44999999999999996,0.1748259961605072,0.0,102
SnO2,nequip,o3,0,0.49999999999999994,0.19559574127197266,0.0,102
SnO2,nequip,o3,0,0.5499999999999999,0.21678754687309265,0.0,102
SnO2,nequip,o3,0,0.6,0.23844119906425476,0.0,102
SnO2,nequip,o3,0,0.65,0.2605970799922943,0.0,102
SnO2,nequip,o3,0,0.7,0.2832927405834198,0.0,102
SnO2,nequip,o3,0,0.75,0.3065662980079651,0.0,102
SnO2,nequip,o3,0,0.7999999999999999,0.3304537534713745,0.0,102
SnO2,nequip,o3,0,0.85,0.35499072074890137,0.0,102
SnO2,nequip,o3,0,0.9,0.3802121877670288,0.0,102
SnO2,nequip,o3,0,0.95,0.4061523377895355,0.0,102
SnO2,nequip,o3,0,1.0,0.4328451156616211,0.0,102
SnO2,nequip,o3,0,1.0499999999999998,0.4603245258331299,0.0,102
SnO2,nequip,o3,0,1.0999999999999999,0.48862552642822266,0.0,102
SnO2,nequip,o3,0,1.15,0.5177825689315796,0.0,102
SnO2,nequip,o3,0,1.2,0.5478325486183167,0.0,102
SnO2,nequip,o3,1,0.0,2.366014228982749e-07,0.0,136
SnO2,nequip,o3,1,0.001,0.00037921342300251126,0.0,102
SnO2,nequip,o3,1,0.0017492711874398425,0.0006625890964642167,0.0,102
SnO2,nequip,o3,1,0.0030599496872071963,0.0011595592368394136,0.0,102
SnO2,nequip,o3,1,0.005352681822847106,0.0020282126497477293,0.0,102
SnO2,nequip,o3,1,0.009363292088239416,0.003548010950908065,0.0,102
SnO2,nequip,o3,1,0.016378937069540637,0.006204777397215366,0.0,102
SnO2,nequip,o3,1,0.028651202696637804,0.010847407393157482,0.0,102
SnO2,nequip,o3,1,0.05,0.018896061927080154,0.0,102
SnO2,nequip,o3,1,0.05011872336272722,0.01894112303853035,0.0,102
SnO2,nequip,o3,1,0.1,0.037491753697395325,0.0,102
SnO2,nequip,o3,1,0.15,0.055492304265499115,0.0,102
SnO2,nequip,o3,1,0.2,0.07261355966329575,0.0,102
SnO2,nequip,o3,1,0.25,0.08858752250671387,0.0,102
SnO2,nequip,o3,1,0.3,0.10316986590623856,0.0,102
SnO2,nequip,o3,1,0.35,0.11614540219306946,0.0,102
SnO2,nequip,o3,1,0.39999999999999997,0.12733577191829681,0.0,102
SnO2,nequip,o3,1,0.44999999999999996,0.13660928606987,0.0,102
SnO2,nequip,o3,1,0.49999999999999994,0.1438928246498108,0.0,102
SnO2,nequip,o3,1,0.5499999999999999,0.14918306469917297,0.0,102
SnO2,nequip,o3,1,0.6,0.15257249772548676,0.0,102
SnO2,nequip,o3,1,0.65,0.15426766872406006,0.0,102
SnO2,nequip,o3,1,0.7,0.15462714433670044,0.0,102
SnO2,nequip,o3,1,0.75,0.15420001745224,0.0,102
SnO2,nequip,o3,1,0.7999999999999999,0.15376044809818268,0.0,102
SnO2,nequip,o3,1,0.85,0.15432284772396088,0.0,102
SnO2,nequip,o3,1,0.9,0.15708738565444946,0.0,102
SnO2,nequip,o3,1,0.95,0.16329097747802734,0.0,102
SnO2,nequip,o3,1,1.0,0.173972025513649,0.0,102
SnO2,nequip,o3,1,1.0499999999999998,0.18975929915905,0.0,102
SnO2,nequip,o3,1,1.0999999999999999,0.2108050435781479,0.0,102
SnO2,nequip,o3,1,1.15,0.23687876760959625,0.0,102
SnO2,nequip,o3,1,1.2,0.267528235912323,0.0,102
SnO2,nequip,o3,2,0.0,1.1726400117595404e-07,0.0,136
SnO2,nequip,o3,2,0.001,0.0005893289926461875,0.0,102
SnO2,nequip,o3,2,0.0017492711874398425,0.001030442537739873,0.0,102
